# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8892709968016221,0.48028923447290395,15.90419329880911,0,3.0,-0.8500782162784862,180.0,0.0,0.08698784042393626
 0.08168982724409635,1.8988976744497101,0.4830322274689195,15.90419329880911,0.245069481732289,2.9999999999999996,-0.8500782162784862,-179.99289397834343,-14.260095827445237,0.6142431194347796
 0.1163942336460265,1.9088385809520818,0.4857721463393834,15.409305137882983,0.34918270093807946,3.0,-0.7721765599294323,-179.97157703549698,-17.010856407629078,1.3056468367744754
 0.14360258497304149,1.9190907042275822,0.4885089306417429,14.946467780370805,0.43080775491912443,3.0,-0.7035646047893428,-179.936052537653,-18.526209513198264,2.123947251530558
 0.16701486278531058,1.929651032195057,0.491242519933445,14.512727016439506,0.5010445883559317,2.9999999999999987,-0.6429066538902813,-179.88632609454157,-19.360488055003483,3.038735874135488
 0.18805010199158023,1.9405165527733503,0.4939728537719367,14.10547451905238,0.5641503059747406,2.9999999999999973,-0.5890887601163967,-179.82240555854446,-19.76778124358635,4.030421305995382
 0.20742885402750932,1.9516842538813075,0.4966998717146653,13.722399588032433,0.6222865620825279,3.0,-0.5411774242581779,-179.74430102345525,-19.891543984310605,5.085222528243441
 0.22557480537127528,1.9631511234377739,0.49942351331907775,13.361448598740752,0.6767244161138257,3.0,-0.49838674594224425,-179.65202482288552,-19.821455944870955,6.192909095516041
 0.24276112167706132,1.9749141493615943,0.5021437181426213,13.020790787230995,0.7282833650311838,3.0,-0.46005215689156814,-179.545591528317,-19.61703716873387,7.345606432204598
 0.2591755025221384,1.9869703195716133,0.5048604257427429,12.698789268091366,0.7775265075664152,3.0000000000000067,-0.4256093069902334,-179.42501794680075,-19.31934473887695,8.537092824872959
 0.27495310167220355,1.999316621986677,0.5075735756768899,12.393976390959445,0.8248593050166106,3.0,-0.39457700659523015,-179.290323118303,-18.957451952694143,9.762353536816732
 0.29019479570051676,2.01195004452563,0.510283107502509,12.105032708740032,0.8705843871015503,3.0,-0.3665433783666374,-179.14152831269863,-18.552324952052025,11.017282039731759
 0.3049780503815737,2.0248675751073164,0.5129889607770478,11.830768964048119,0.9149341511447211,2.9999999999999964,-0.3411545610782404,-178.97865702641224,-18.119275457497196,12.29847129767624
 0.31936374462127365,2.0380662016505826,0.5156910750579531,11.570110607471666,0.9580912338638209,3.0,-0.3181054534214716,-178.80173497870814,-17.669579143406207,13.603063128733597
 0.3334006471389399,2.051542912074273,0.518389389902672,11.322084447507484,1.0002019414168195,2.999999999999988,-0.29713209601917234,-178.61079010762845,-17.211578708808215,14.928636607491306
 0.34712846083249854,2.0652946942972323,0.5210838448686518,11.085807101620944,1.0413853824974955,3.000000000000004,-0.27800537463692626,-178.40585256558197,-16.751455259750728,16.27312360741259
 0.36057995645685686,2.0793185362383064,0.5237743795133395,10.860474974492773,1.0817398693705704,3.0,-0.26052579461470265,-178.1869547145822,-16.293779009574912,17.63474373822037
 0.37378250688236714,2.09361142581634,0.5264609333941821,10.64535553549674,1.1213475206471013,3.000000000000004,-0.24451912697801775,-177.9541311211374,-15.84190913442709,19.01195346785569
 0.3867592149709175,2.1081703509501777,0.5291434460686268,10.439779705093938,1.160277644912752,2.9999999999999827,-0.22983276705676692,-177.70741855079194,-15.398288196000992,20.403405822979387
 0.3995297588071725,2.122992299558665,0.5318218570941208,10.24313519068362,1.1985892764215171,2.9999999999999956,-0.21633267775931722,-177.44685596232068,-14.964661480726768,21.807918112104502
 0.41211103590723724,2.138074259560647,0.534496106028111,10.054860637885932,1.2363331077217115,3.000000000000009,-0.20390081465245155,-177.17248450157678,-14.542242020605668,23.224445821702453
 0.4245176616150885,2.153413218874968,0.5371661324280448,9.87444048418329,1.2735529848452654,3.0000000000000044,-0.1924329495103521,-176.88434749499464,-14.131835779216388,24.652061322835703
 0.436762359869481,2.1690061654204738,0.539831875851369,9.70140041928616,1.3102870796084427,3.0,-0.18183682462275785,-176.58249044274774,-13.733937285372274,26.089936368286835
 0.4488562732746309,2.184850087116009,0.542493275855531,9.535303371045107,1.3465688198238923,2.9999999999999862,-0.17203058237906105,-176.2669610115638,-13.348803119823234,27.537327606525977
 0.46080921181206347,2.2009419718804195,0.5451502719979776,9.375745947805571,1.38242763543619,2.9999999999999956,-0.16294142553708035,-175.93780902719786,-12.976508656380178,28.9935645180009
 0.4726298543005466,2.217278807632549,0.5478028038361561,9.222355278229795,1.4178895629016395,3.0000000000000093,-0.15450447018233998,-175.5950864665638,-12.61699204656423,30.458039311848726
 0.48432591304514877,2.233857582291244,0.5504508109275136,9.074786198073001,1.452977739135446,2.999999999999995,-0.14666176152388527,-175.23884744952701,-12.270088416668358,31.93019842106376
 0.4959042695055121,2.2506752837753483,0.5530942328294972,8.93271874058464,1.4877128085165359,3.0,-0.13936142654793643,-174.8691482303578,-11.935556515326349,33.40953530913196
 0.5073710869264786,2.2677289000037075,0.555733009099554,8.795855893205767,1.5221132607794352,2.9999999999999853,-0.13255694300446558,-174.48604718884866,-11.613099502466923,34.8955843597075
 0.5187319044920199,2.2850154188951666,0.558367079295131,8.66392158838776,1.556195713476059,2.9999999999999805,-0.1262065066139378,-174.08960482109507,-11.30238117579735,36.38791566516816
