# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8052231296770305,4.91381078916004,-0.009934980562100487,0,3.0,-0.029118266826136704,180.0,0.0,-0.0003723619951857291
 0.08932460163462688,1.8171914561828824,4.913808713874681,-0.009934980562100487,0.2679738049038807,3.0000000000000004,-0.029118266826136704,179.99996673891312,-0.5406776004947222,-0.002708917787133472
 0.12615776389551114,1.829096799968115,4.913802511450734,-0.029849846351948147,0.37847329168653343,2.999999999999999,-0.02933005895804872,179.9998669609047,-0.7088436011790266,-0.0059067822276430365
 0.1543083148051288,1.840939707434245,4.9137922170364,-0.04980418423389505,0.4629249444153864,3.0,-0.029539547560698848,179.9997006817309,-0.8457239377600551,-0.00984639267623761
 0.17794682785719568,1.8527207249827884,4.913777865779879,-0.06979584057508151,0.5338404835715871,3.000000000000002,-0.029746583853352073,179.9994679276491,-0.9654064174055706,-0.014422803822587656
 0.19869121562661457,1.8644403990152614,4.91375949282937,-0.08982260565282814,0.5960736468798438,3.0,-0.029951014572524363,179.9991687354139,-1.0737817157204614,-0.019569500213105898
 0.21737248692707317,1.8760992759331803,4.913737133333074,-0.10988221320167399,0.6521174607812196,3.0,-0.030152685074749976,179.9988031522712,-1.1739991759494601,-0.025239731342491502
 0.23448504310025964,1.887697902138061,4.913710822439186,-0.12997234004738376,0.703455129300779,3.000000000000003,-0.03035143699744595,179.9983712359508,-1.2679742173202877,-0.03139838442118465
 0.25035150574224696,1.89923682403142,4.913680595295911,-0.1500906055974992,0.7510545172267411,3.000000000000007,-0.03054710877422935,179.99787305465736,-1.3569702280018598,-0.03801783758183231
 0.2651963163330462,1.9107165880147732,4.913646487051445,-0.17023457160954045,0.7955889489991388,3.0,-0.030739535879504537,179.9973086870594,-1.4418684119276557,-0.04507559799892081
 0.2791831475732394,1.9221377404896367,4.913608532853989,-0.190401741757738,0.8375494427197184,2.999999999999996,-0.03092855048125283,179.99667822227713,-1.5233088989422614,-0.052552846518306336
 0.29243575813566247,1.9335008278575274,4.913566767851742,-0.21058956136169324,0.8773072744069875,2.999999999999996,-0.03111398260755699,179.99598175986827,-1.6017711213124683,-0.060433486216942396
 0.30505045412106246,1.9448063965199605,4.913521227192904,-0.2307954170952433,0.9151513623631875,3.0,-0.031295659525242145,179.9952194098123,-1.6776226707773383,-0.06870349116012339
 0.31710395104224903,1.9560549928784532,4.913471946025674,-0.25101663679237074,0.9513118531267473,3.0000000000000044,-0.03147340477236438,179.99439129249313,-1.7511505308886706,-0.07735044386760029
 0.32865855588132087,1.9672471633345208,4.913418959498252,-0.27125048919052014,0.9859756676439627,2.999999999999995,-0.031647040287577435,179.99349753868012,-1.8225818990032534,-0.0863631967394677
 0.3397657081068129,1.9783834542896799,4.913362302758836,-0.29149418378617564,1.0192971243204387,2.999999999999995,-0.031816384209827575,179.99253828950725,-1.892098535105346,-0.09573161779239446
 0.35046847360567424,1.9894644121454466,4.913302010955628,-0.3117448707081472,1.051405420817023,3.0000000000000155,-0.03198125272677478,179.9915136964512,-1.9598469440071677,-0.10544639570026718
 0.36080334695002253,2.0004905833033373,4.913238119236826,-0.33199964064876936,1.0824100408500676,2.999999999999984,-0.03214146041127494,179.990423921307,-2.0259457710631867,-0.11549888735641343
 0.37080158304189326,2.011462514164868,4.91317066275063,-0.3522555247771862,1.1124047491256797,2.999999999999983,-0.03229681828480979,179.98926913616287,-2.090491305483074,-0.1258809969053809
 0.3804902002292592,2.022380751131555,4.91309967664524,-0.3725094947695286,1.1414706006877775,2.9999999999999942,-0.03244713573643042,179.9880495233727,-2.153561635847238,-0.1365850782597174
 0.3898927488935204,2.033245840604914,4.913025196068854,-0.3927584628520681,1.1696782466805609,2.999999999999988,-0.03259222021864597,179.98676527552755,-2.2152198443347983,-0.14760385569417306
 0.3990299092762071,2.044058328986462,4.912947256169673,-0.41299928185266543,1.197089727828621,3.000000000000006,-0.032731876586889044,179.98541659542497,-2.2755165148857976,-0.15893035827807075
 0.4079199627753544,2.0548187626777143,4.912865892095895,-0.4332287454081935,1.223759888326063,2.999999999999994,-0.03286590844569994,179.98400369603723,-2.3344916907087763,-0.17055786539179568
 0.4165791680035169,2.0655276880801883,4.912781138995721,-0.45344358806148083,1.2497375040105505,3.000000000000006,-0.032994117165088224,179.98252680047753,-2.3921764754679504,-0.1824798608840583
 0.4250220641417669,2.0761856515953987,4.9126930320173505,-0.4736404855882217,1.2750661924253006,3.0000000000000133,-0.03311630327372698,179.98098614196476,-2.448594295455625,-0.19468999429180325
 0.4332617180788891,2.086793199624863,4.912601606308982,-0.4938160552151875,1.2997851542366672,3.0000000000000067,-0.03323226512255923,179.97938196378678,-2.5037619603097054,-0.20718204778019386
 0.4413099275776259,2.0973508785700967,4.912506897018815,-0.513966856006728,1.3239297827328775,2.999999999999993,-0.03334179995332704,179.97771451926187,-2.5576905192088493,-0.21994990773420223
 0.4491773896772756,2.107859234832616,4.912408939295052,-0.534089389229237,1.3475321690318267,3.0,-0.033444704315969166,179.97598407169895,-2.6103859944822188,-0.23298754032401997
 0.45687384134470344,2.118318814813937,4.9123077682858876,-0.5541800988690999,1.3706215240341102,3.0,-0.033540774148122815,179.97419089435573,-2.661849967561538,-0.2462889702296829
