# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8341278990250307,1.0887463121080094,-46.563755665184075,0,3.0,1.2872075626878,180.0,0.0,0.07463731426849668
 0.09520736010148373,1.8434762431721166,1.0788732334249043,-46.563755665184075,0.28562208030445113,2.9999999999999996,1.2872075626878,-179.99289397834343,25.404528619078913,0.5393315439440429
 0.13473210714402942,1.8530212251877862,1.0691399409812241,-45.55964809777987,0.4041963214320882,3.000000000000001,1.267842933345291,-179.97157703549698,32.62697381829241,1.1687171469611903
 0.16512825383900503,1.8627613480077392,1.059545628218285,-44.56791381538592,0.49538476151701505,2.999999999999999,1.2477726941366638,-179.936052537653,38.11140196338372,1.935832392735493
 0.19081562393263757,1.8726951145676733,1.0500894885774024,-43.588932128365286,0.5724468717979126,3.0,1.2270802221017532,-179.88632609454157,42.56825996614274,2.817077874583229
 0.21350599276263293,1.8828210278032882,1.0407707154998933,-42.62304260928239,0.6405179782878988,3.0000000000000027,1.2058472910961011,-179.82240555854446,46.3023050787323,3.7967789669030103
 0.23407725481661523,1.8931375906502823,1.0315885024270732,-41.67054575780435,0.7022317644498457,3.0,1.1841535462648614,-179.74430102345525,49.48125451942939,4.863377173349269
 0.25305094270481576,1.9036433060443543,1.0225420428002585,-40.73170387823608,0.7591528281144472,2.9999999999999942,1.1620760460847894,-179.65202482288552,52.21071047127527,6.007770620500362
 0.27076688116047765,1.9143366769212031,1.0136305300607653,-39.80674214480059,0.8123006434814328,3.0,1.1396888723910126,-179.545591528317,54.56328302130381,7.222467839638923
 0.28746111700802446,1.9252162062165274,1.0048531576499098,-38.895849829426496,0.8623833510240732,2.9999999999999933,1.1170628073992646,-179.42501794680075,56.59216359325403,8.501106752584016
 0.3033055043822685,1.9362803968660263,0.9962091190090079,-37.99918166710839,0.9099165131468053,3.0000000000000036,1.0942650755347885,-179.290323118303,58.3382431250116,9.838159167928806
 0.31842975710725335,1.9475277518053984,0.9876976075793756,-37.11685933455411,0.9552892713217599,3.0,1.071359146870589,-179.14152831269863,59.8341705563737,11.228738309987557
 0.3329346179197563,1.9589567739703424,0.9793178168023295,-36.24897301880234,0.9988038537592688,3.000000000000004,1.0484045983276666,-178.97865702641224,61.106816358411194,12.668467549283001
 0.3469001624511554,1.9705659662965571,0.9710689401191854,-35.39558305377692,1.040700487353466,2.999999999999992,1.0254570280543907,-178.80173497870814,62.17884269025042,14.153387436346613
 0.36039126992902587,1.9823538317197418,0.9629501709712595,-34.55672160419315,1.0811738097870773,2.999999999999996,1.0025680182062868,-178.61079010762845,63.0697442276862,15.679887728178516
 0.3734613598173727,1.9943188731755943,0.9549607027998677,-33.73239437790225,1.1203840794521178,2.9999999999999956,0.9797851409428356,-178.40585256558197,63.796560927973395,17.244656287206528
 0.38615502255869094,2.006459593599814,0.9470997290463264,-32.9225823494266,1.1584650676760724,2.999999999999991,0.9571520023989611,-178.1869547145822,64.37437986248143,18.84463969818909
 0.3985099201409026,2.0187744959281004,0.9393664431519515,-32.127243479307246,1.1955297604227073,3.0,0.9347083197455615,-177.9541311211374,64.8166972630516,20.47701222254377
 0.41055819005763644,2.0312620830961508,0.9317600385580591,-31.34631441557078,1.2316745701729088,2.9999999999999956,0.9124900259880424,-177.70741855079194,65.13568554176334,22.13915081055256
 0.422327502742704,2.043920858039665,0.9242797087059657,-30.579712165473534,1.2669825082281114,3.0,0.8905293980165989,-177.44685596232068,65.34239431457323,23.82861459850148
 0.4338418717216358,2.056749323694342,0.916924647036987,-29.827335727368684,1.3015256151649068,2.999999999999995,0.8688552032861045,-177.17248450157678,65.44690474305376,25.543127783381326
 0.44512228377710844,2.069745982995879,0.909694046992439,-29.08906767411177,1.3353668513313248,3.000000000000005,0.8474928611129451,-176.88434749499464,65.45845031208691,27.280565082545767
 0.4561871957880415,2.082909338879977,0.9025871020136385,-28.36477568103649,1.368561587364124,2.99999999999999,0.8264646146466796,-176.58249044274774,65.385513131998,29.038939202002123
 0.46705293124032615,2.096237894282333,0.8956030055419009,-27.65431399293232,1.4011587937209777,2.99999999999999,0.8057897103094378,-176.2669610115638,65.23590216398574,30.816389889449237
 0.47773400016328404,2.1097301521386473,0.8887409510185426,-26.95752482566745,1.4332020004898516,3.0000000000000155,0.7854845815422808,-175.93780902719786,65.01681790745077,32.611174256286304
 0.48824335986743495,2.123384615384617,0.8820001318848796,-26.274239699458768,1.4647300796023044,3.0000000000000107,0.7655630343920746,-175.5950864665638,64.73490685049686,34.42165813074732
 0.4985926293791954,2.1371997869559425,0.8753797415822283,-25.604280701644267,1.4957778881375856,2.999999999999984,0.7460364324380853,-175.23884744952701,64.39630805537219,36.24630826182757
 0.5087922672705542,2.1511741697883218,0.8688789735519046,-24.94746167793908,1.5263768018116617,2.9999999999999836,0.7269138794499684,-174.8691482303578,64.00669364786502,38.08368523506585
 0.5188517202658333,2.1653062668174536,0.8624970212352245,-24.303589351805158,1.556555160797499,3.0,0.7082023978509333,-174.48604718884866,63.57130449404715,39.93243699314656
 0.5287795483075236,2.179594580979037,0.8562330780735044,-23.67246437240232,1.5863386449225698,2.999999999999978,0.6899071019200557,-174.08960482109507,63.09498203616539,41.791292877067406
 0.5385835304996438,2.194037615208771,0.8500863375080602,-23.053882292107613,1.6157505914989305,3.000000000000011,0.672031364643633,-173.67988372994262,62.58219700674625,43.65905812164125
